"","text","favoriteCount","replyToSN","created","replyToSID","id","replyToUID"
"162","Begynt å dirigere trafikken forbi fra sør. Viking er på veg for å hente henger og avfall. Ingen brann lengre. Mye varme.",0,"politivest",2017-12-09 10:53:40,"939442032732524544","939447951264534528","916215618612973568"
"163","Politiet melder at de avslutter. Bilen er fjernet.",0,"politivest",2017-12-09 10:48:57,"939444752256307200","939446766004555776","916215618612973568"
"164","Mistenkte besluttet innsatt i varetekt for truende/skremmende oppførsel overfor ansatt på Europris. Hadde i tillegg… https://t.co/RNuSRrjvuY",0,"politivest",2017-12-09 10:48:11,"939437951800479744","939446571200077824","916215618612973568"
"165","Meldt fra amb. at det IKKE er alvorlige personskader. Kun overfladiske. Veldig glatt vegbane. En god del trafikk. P… https://t.co/jd6ZcvWP3h",0,"politivest",2017-12-09 10:45:49,"939444534014078976","939445977362194432","916215618612973568"
"166","Vedk som falt i sjøen er en mann i 60-årene.",0,"politivest",2017-12-09 10:42:31,"939440922865094656","939445145933697025","916215618612973568"
"167","NAF er på stedet.",0,"politivest",2017-12-09 10:40:57,"939438745522245633","939444752256307200","916215618612973568"
"168","1136: Krysset Nye Sædalsvegen/Nedre Nattland, Bergen sør: Kollisjon med 3 kjøretøy. Noen airbager utløst. IKKE MELD… https://t.co/JJhE8TEYPp",0,NA,2017-12-09 10:40:05,NA,"939444534014078976",NA
"169","Viking er rekvirert. Ikke meldt kontroll på brannen. Fortsatt stans i trafikken.",0,"politivest",2017-12-09 10:30:09,"939440085854031872","939442032732524544","916215618612973568"
"170","1117: Lonevåg, Osterøy: Bil har havnet i grøften. Trafikken går forbi. Kvinnelig sjåfør (19). Ute og uskadet. Ambul… https://t.co/tltjqjESs7",1,NA,2017-12-09 10:28:43,NA,"939441671317618688",NA
"171","Patruljen kjører til Haukeland for samtale med personen. Opplyst å ha falt i sjøen fra en båt. Ukjent årsak.",0,"politivest",2017-12-09 10:25:44,"939438227911528448","939440922865094656","916215618612973568"
"172","Brenner fortsatt. Mye røyk. I gang med å få transport til hengeren for å kunne hente lasten.",0,"politivest",2017-12-09 10:22:25,"939434342715191296","939440085854031872","916215618612973568"
"173","1110: Hagelsundbroen, Nordhordland: Bil med motorstans. Politiet er på stedet. Manuell dirigering. Hjelp er på veg.",1,NA,2017-12-09 10:17:05,NA,"939438745522245633",NA
"174","Vedkommende kjøres Haukeland sykehus. Noe nedkjølt. Opplyst at han kan ha vært i sjøen i 10-15 minutter.",0,"politivest",2017-12-09 10:15:02,"939436193544056832","939438227911528448","916215618612973568"
"175","Patruljen i kontakt med aktuell person - mann i 30-årene.",0,"politivest",2017-12-09 10:13:56,"939435984684449792","939437951800479744","916215618612973568"
"176","I kontakt med aktuell person. Bekrefter at det er rette vedk. Blir tilsett av helse.",0,"politivest",2017-12-09 10:06:57,"939435605372612609","939436193544056832","916215618612973568"
"177","1048: Midtunheia, Europris, Nesttun: Forretningen tatt mann i å forsøke å stjele. Ble konferert, og fremviste da en… https://t.co/d3ZY7wXupF",2,NA,2017-12-09 10:06:07,NA,"939435984684449792",NA
"178","Så langt ikke sett noe til vedk. Nevnt for Brann at vedk skal være oppe. Dette undersøkes.",0,"politivest",2017-12-09 10:04:36,"939435323955740672","939435605372612609","916215618612973568"
"179","1059: Verftet, Bergen sentrum:  AMK melder om mann i sjøen. Nødetater på veg. Ingen øvrige opplysninger så langt.",0,NA,2017-12-09 10:03:29,NA,"939435323955740672",NA
"180","F.t. østlig vindretning. Lite bebyggelse. Ikke opplyst at det er vare for spredning.",0,"politivest",2017-12-09 09:59:35,"939432640477876226","939434342715191296","916215618612973568"
"181","Forholdet har funnet sted på rv 555. Trekkvognen er kjørt bort til Tellnes skole. KUN hengeren som står igjen på busslomme. Slukking pågår.",0,"politivest",2017-12-09 09:52:49,"939429602748981253","939432640477876226","916215618612973568"
"182","Politi på stedet. Også deler av hengeren i brann. Trafikken er f.t. stengt i begge retninger.",0,"politivest",2017-12-09 09:40:45,"939428669373734912","939429602748981253","916215618612973568"
"183","Hengeren er lastet med avfall fra lakseproduksjon. Ikke personskade. Sjåfør har selv ringt politiet.",0,"politivest",2017-12-09 09:37:03,"939426715679502336","939428669373734912","916215618612973568"
"184","1021:  Brann i hjul på henger på et vogntog, Tellneskrysset, Fjell, Sotra: Står i en busslomme. Skal være en henger… https://t.co/IGzlVjziM4",0,NA,2017-12-09 09:29:17,NA,"939426715679502336",NA
"185","0806: Sørehavnveien, Godvik, Bergen vest: Tre falt over vegbanen. Strømledning henger ned mot vegbanen. Vegen stengt. BKK varslet og på veg.",0,NA,2017-12-09 07:49:34,NA,"939401622760972289",NA
"186","Kl 0359 Rv.5 ved Kjøsnestunnelen: Lastebil med henger har""sakset"", veien er sperret. Bilberger er på vei. Glatt på stedet.",0,NA,2017-12-09 03:23:54,NA,"939334763025977344",NA
"187","Kl 0318 Bergen sentrum: Meldt om bil som kjører uforsvarlig, kollidert med parkert kjøretøy. Mistanke promille, to personer pågrepet",0,NA,2017-12-09 03:19:53,NA,"939333753893158917",NA
"188","Kl 0305 Løvstakken, Bergen: Beruset mann falt ned fra mur, ca 2 m høyt. Kjørt Haukeland i ambulanse. Bevisst, skadeomfang for øvrig uvisst.",0,NA,2017-12-09 02:47:46,NA,"939325671708426240",NA
"189","Kl 0250 Voss: Patrulje stanset stjålet bil med 4 personer",1,NA,2017-12-09 02:29:32,NA,"939321082892439552",NA
"190","Kl 0242 Bergen: Promillekjører stanset i Fanavegen",0,NA,2017-12-09 02:24:34,NA,"939319832801107969",NA
"191","Kl 0230 Førde sentrum: Slagsmål, 5 personer involvert. Patrulje har kontroll på stedet, ikke meldt om skader",0,NA,2017-12-09 02:23:27,NA,"939319551002599425",NA
"192","Kl 0219 Os sentrum: En person blitt slått, politiet har kontroll på mistenkte. Patrulje oppretter sak på forholdet",0,NA,2017-12-09 02:21:48,NA,"939319135632351232",NA
"193","Kl 0132 Nordfjordeid: Beruset mann bortvist av politiet",0,NA,2017-12-09 02:19:44,NA,"939318615005974532",NA
"194","Kl 0117 Bergen: Mann slått i V.Torggaten, mistenkte bortvist, fornærmede til legevakten med kutt i leppen",0,NA,2017-12-09 02:16:59,NA,"939317924938092544",NA
"195","Fv 609, Holmedal, eit tre sperrar vegen. VTS sendar entrepenør til staden",0,NA,2017-12-09 02:11:23,NA,"939316513961578496",NA
"196","Kl 0054 Bergen: Utagerende mann på Zachariasbryggen, bortvist fra sentrum,",0,NA,2017-12-09 02:09:47,NA,"939316112596131840",NA
"197","Kl 0031 Bergen: Mann slått ned i Strandgaten, politiet har kontroll på mistenkte. Gitt pålegg om å holde seg borte… https://t.co/7DUyP2z6HH",0,NA,2017-12-09 02:06:38,NA,"939315317918126081",NA
"198","Åsane senter, kl 2135 : Vekter på stedet melder at de har tatt to 13 år gamle jenter. De har stjålet rundt 20 gjens… https://t.co/HOKdyhwPc0",5,NA,2017-12-08 21:05:08,NA,"939239442874847232",NA
"199","Storetveitvegen, UP-patrulje har stanset bil. Fører, mann 73 år mistenkes for kjøring i påvirket tilstand.",1,NA,2017-12-08 20:26:14,NA,"939229654120058880",NA
"200","Tøsdalsvegen, Os kl 1915 - Mann stod midt i vegbanen, stanset buss i rute. Mannen gikk inn på bussen. Da sjåfør vil… https://t.co/tirEYxcIxJ",1,NA,2017-12-08 20:23:22,NA,"939228935736479745",NA
"201","Håkonsvernvegen ved avkjørsel Bjorøy - Meldt om ett tre som sperrer veien. Ikke mulig å passere. Entreprenør er på vei til stedet.",1,NA,2017-12-08 18:01:01,NA,"939193110378270720",NA
"202","Knarvik senter - Mann 48 år, anmeldes for vold mot offentlig tjenestemann. Blir anmeldt for trusler og vold mot pol… https://t.co/u7JuLZe9Y9",1,NA,2017-12-08 15:05:48,NA,"939149017384148993",NA
"203","Sotrabroen - trafikkulykke - lastebil kjørt i personbil. Nødetatene på veg mot staden",0,NA,2017-12-08 12:15:27,NA,"939106145435901952",NA
"204","Måløy - Almenningen - vegen er open. Ikkje lengre fare for ras.",0,NA,2017-12-08 10:00:31,NA,"939072188493238272",NA
"205","E 39 Byrkjelo - trafikkulykke - front mot front mellom 2 personbiler. Lettere personskade.  Vegen er stengt. Glatt vegbane på staden",0,NA,2017-12-08 08:05:20,NA,"939043200127438848",NA
"206","Kl. 0243. Askøy. Tre velta ved påkjøring til Askøybroen. Håndterast vidare av Vegtrafikksentralen.",0,NA,2017-12-08 04:22:00,NA,"938986998517309441",NA
"207","Kl. 0115. Bergen Sentrum. Juletre i ferd med å velte. Håndteres vidare av Bergen Kommune",0,NA,2017-12-08 04:20:02,NA,"938986502259752960",NA
"208","Kl. 0110. Os sentrum. Mann pågripen etter at han skulle være i besittelse av en hagle på buss. Viste seg å ikkje væ… https://t.co/URpN2djNna",0,NA,2017-12-08 04:18:45,NA,"938986181869502465",NA
"209","2222: Krambua, Kolltveit, Sotra: Bil kjørt ut av vegen. Godt synlig i veggrøften. Trafikken går forbi. Bilfører (ma… https://t.co/B5ElsbjHZu",0,NA,2017-12-07 22:06:28,NA,"938892491381706752",NA
"210","2227: Stengt veg i Os kommune: Ole Bulls  veg, Lysekloster: Vegen stengt, grunnet værforhold. Finnes omkjøringsmuligheter.",0,NA,2017-12-07 22:02:44,NA,"938891551488528385",NA
"211","Treet er fjernet og veien er åpen. Derimot er det en bil som har fått motorstans. Hjelp er på veg. Politiet blir på… https://t.co/mnZMp7Oj65",1,"politivest",2017-12-07 16:38:42,"938806134269513728","938810005444288512","916215618612973568"
"212","1657: Tre falt over veg, Halhjemsvegen v/""Lepsøy-krysset"", Os: Tre falt over/mot bil. Ingen skade på verken bil ell… https://t.co/dQuj9yBf3C",1,NA,2017-12-07 16:23:19,NA,"938806134269513728",NA
"213","Ingen personskader. Partene ordner opp med skademelding. Ikke store materielle skader.",0,"politivest",2017-12-07 16:08:18,"938798719239163904","938802356292079616","916215618612973568"
"214","1636: Nordhordlandsbroen: Bil med tilhenger kollidert med annen bil på broen. Trolig en tilhenger som har blåst bor… https://t.co/0CFIeHKshL",2,NA,2017-12-07 15:53:51,NA,"938798719239163904",NA
"215","1600: Vindmålinger på Sotrabroen viser: Snittmåling på 20 m/s. Så langt maks vindkast på 25 m/s. Trafikken går som normalt.",2,NA,2017-12-07 15:14:04,NA,"938788709759102977",NA
"216","1544: Rongesundet bro, Øygarden, Sotra: Meldt om kraftig vind i området. Større kjøretøy, biler med henger og kapel… https://t.co/DLdZUY2jVK",0,NA,2017-12-07 15:01:04,NA,"938785434397761536",NA
"217","Generell rasfare rundt Norheimsund. Følg med på kommunens nettside.",0,NA,2017-12-07 12:27:42,NA,"938746840362700800",NA
"218","Nytt ras Norheimsund
12:39 fått melding om ras i Sundvik i Norheimsund. Ikke meldt om saknede personer. En garasje… https://t.co/ZWuLtZcrmn",1,NA,2017-12-07 11:57:01,NA,"938739120729415683",NA
"219","Ras Norheimsund
Litt over kl. 11 fikk politiet melding om ras i Fjærabygda i Norheimsund. Det er ikke meldt om skad… https://t.co/xOPsdtsnrc",1,NA,2017-12-07 11:18:05,NA,"938729322541699072",NA
"220","Hordaland og Sogn og Fjordane:
Det er mye vann og dårlige kjøreforhold. Hvis du ikke absolutt må ut å kjøre i dag,… https://t.co/agKC2cnZYe",3,NA,2017-12-07 10:18:54,NA,"938714427116937216",NA
"221","Politiet går i gang med evakuering av nærliggjande bustader.",1,"politivest",2017-12-07 06:00:00,"938649007907368960","938649273805271041","916215618612973568"
"222","Mannskap frå brannvesenet er på staden. Det er eitt hus som er truffe av raset. Ingen personar er sakna frå dette huset.",1,"politivest",2017-12-07 05:58:57,"938647130687885312","938649007907368960","916215618612973568"
"223","Politiet har enno ikkje oversikt over omfanget.  Varsling av bebuarar i området pågår no pr. telefon.",0,"politivest",2017-12-07 05:51:29,"938645178046394369","938647130687885312","916215618612973568"
"224","Votlo, Osterøy. Det har gått eit jordras. Deler av eit bustadhus er truffe av raset. Alle naudetatar rykkjer ut til staden.",0,NA,2017-12-07 05:43:44,NA,"938645178046394369",NA
"225","Fv550 Odda. Mindre steinsparang over vegen. Politiet er på staden. Ein bil kjørt inn i stein. Ingen personskade.",0,NA,2017-12-06 18:30:15,NA,"938475690659319810",NA
"226","3 personer opplyst å være eksponert for røyk. Oppfordret til å oppsøke legevakt. Blir ikke med amb. Patr i gang med noen undersøkelser.",1,"politivest",2017-12-06 12:34:51,"938381469961146375","938386253602525184","916215618612973568"
"227","Brannen er slukket. Kompressoren står i et rom med lufttankt og annen kompressor. Ingen flammer.",0,"politivest",2017-12-06 12:15:51,"938380458097856512","938381469961146375","916215618612973568"
"228","1306: Litleåsvegen, Nyborg, Bergen nord: Meldt om røykutvikling fra en kompressor. Hos bedriften Hymex. Røyk i 2 etasje. Nødetater på veg.",0,NA,2017-12-06 12:11:50,NA,"938380458097856512",NA
"229","Til orientering: Det foregår ØVELSE i utrykningskjøring for politiet i dagene frem til fredag 8/12. Fortrinnsvis i… https://t.co/cB7K4XqMvd",3,NA,2017-12-06 10:13:28,NA,"938350672646373376",NA
"230","Bilene er fjernet. Begge kjørbare. Trafikken går som normalt. Politi i samtale med bilførere",0,"politivest",2017-12-06 08:30:37,"938322942781546496","938324787901927424","916215618612973568"
"231","Sammenstøtet skjedd like ved tidligere Forum kino, retning nordover.",0,"politivest",2017-12-06 08:23:17,"938322761231069184","938322942781546496","916215618612973568"
"232","0915: Trafikkuhell, Danmarksplass, Bergen: Kollisjon mellom personbil og lastebil. Kvinnelig fører av pers.bil. Opp… https://t.co/o6tAW80Deg",0,NA,2017-12-06 08:22:34,NA,"938322761231069184",NA
"233","Nesttun, Bergen kl. 0330: Mannleg bilførar i 20-åra mistenkt for ruskøyring. Blodprøve sikra. Førarkort beslaglagt.",1,NA,2017-12-06 04:38:04,NA,"938266264815927298",NA
"234","Øygarden kl. 0300: Mannleg bilførar i 40-åra mistenkt for ruskøyring. Hadde ikkje førarkort. Blodprøve sikra.",1,NA,2017-12-06 04:35:46,NA,"938265687801454592",NA
"235","Drotningsvik, Bergen kl. 0250. Mannleg bilførar i 40-åra mistenkt for ruskøyring. Blodprøve sikra. Beslag av førarkort.",1,NA,2017-12-06 04:34:11,NA,"938265287807373312",NA
"236","Krohnåsveien, Bergen kl. 0018: mannleg bilførar mistenkt for promillekøyring. Blodprøve sikra.",1,NA,2017-12-06 04:32:52,NA,"938264957703028736",NA
"237","Rådal, Bergen 5.12. kl. 2235. Kvinne i 40-åra mistenkt for promillekøyring. Førarkort beslaglagt",1,NA,2017-12-06 04:31:02,NA,"938264493754380289",NA
"238","Danmarksplass: Vekter utsatt for vald. Politiet er på staden. Ingen så langt pågripen.",1,NA,2017-12-05 15:30:39,NA,"938068107486220290",NA
"239","Bergen. Kong Oscars gt: trafikkuhell. Påkjørsel bakfra. 3 bilar involvert. Politiet er på staden.",1,NA,2017-12-05 15:09:32,NA,"938062793311432704",NA
"240","Halsnøytunnelen er open",0,"politivest",2017-12-05 12:41:59,"938024804288000000","938025661217812480","916215618612973568"
"241","Halsnøy - utgangen av tunellen, trafikkulykke - naudetatane på staden",1,NA,2017-12-05 12:38:35,NA,"938024804288000000",NA
"242","Strandkaien - Mann har gått til angrep på 2 damer som jobber på en restaurant i området.  Han har også slått til pe… https://t.co/yPPGES2Po6",1,NA,2017-12-04 23:22:13,NA,"937824390695268353",NA
"243","På rv. 13 på Vik-sida av Storehaugtunnelen er det meldt observasjon av 2 hundar som spring laus. Ein beagle og ein… https://t.co/kl5rVAhyp8",1,NA,2017-12-04 16:59:58,NA,"937728195322884097",NA
"244","Eitt felt er no åpent forbi staden. Bilberging pågår.",2,"politivest",2017-12-04 15:12:03,"937694033006268418","937701038919995393","916215618612973568"
"245","Politi og ambulanse på staden. Det har vore låg fart. Lettare personskade på ein person.",1,"politivest",2017-12-04 14:44:13,"937692035456421889","937694033006268418","916215618612973568"
"246","Fløyfjellstunnelen, nordgåande løp. Det her vore eit trafikkuhell ved påkøyrsel bakfrå. Tunnelen er stengd.  Naudetatar og bilbergar på veg.",0,NA,2017-12-04 14:36:17,NA,"937692035456421889",NA
"247","Politipatruljen avslutter på stedet. Vegtrafikksentralen sørger for personell som kan drive manuell dirigerng på st… https://t.co/fS8eMKKLye",0,"politivest",2017-12-04 13:49:15,"937660427340742656","937680198824316930","916215618612973568"
"248","Bil er fjernet. De tre personene i personbilen blir tatt med til Bergen legevakt for sjekk. Ikke meldt synlige skad… https://t.co/8vHo9K3I7y",0,"politivest",2017-12-04 13:33:34,"937666118076026881","937676254404399104","916215618612973568"
"249","1349: Hardangervidden: Brøytebil skal ha kjørt seg fast mellom Halne og Dyranut. Lange køer. Mye vind og det snør t… https://t.co/8GUIh88Uf7",0,NA,2017-12-04 12:58:25,NA,"937667406285230080",NA
"250","Store materielle skader på personbil. Fører og en passasjer i personbil er noe i sjokk. Ingen synlige personskader. Bilberging rekvirert.",1,"politivest",2017-12-04 12:53:18,"937664018537418752","937666118076026881","916215618612973568"
"251","1337:  Fanafjellsvegen, mot Norvik, Lysefjorden, Bergen sør: Trafikkuhell - personbil mot brøytebil. 3 i personbil.… https://t.co/bUQMhsXzD5",0,NA,2017-12-04 12:44:57,NA,"937664018537418752",NA
"252","Kvinnelig bilfører (70-årene) blir kjørt sykehuset på Voss. Ulykken skyldes trolig brudd på vikeplikt. Politiet undersøker.",0,"politivest",2017-12-04 12:38:06,"937660020631666693","937662294032601088","916215618612973568"
"253","Mistenkte innsettes varetekt.",0,"politivest",2017-12-04 12:34:59,"937653883282903042","937661508670119937","916215618612973568"
"254","Entreprenører har overtatt noe manuell dirigering, grunnet reparasjon på autovern. Trafikken går greit på stedet.",0,"politivest",2017-12-04 12:30:41,"937655243579514880","937660427340742656","916215618612973568"
"255","Rettelse: Hendelsen skjedd på Gamle Bavallsvegen. IKKE på E16",0,"politivest",2017-12-04 12:29:04,"937654676924915712","937660020631666693","916215618612973568"
"256","Fører av lastebilen tatt med til legesjekk. Vegen er åpen.",0,"politivest",2017-12-04 12:10:05,"937649762270175233","937655243579514880","916215618612973568"
"257","Bilberging er bestilt. Manuell dirigering på stedet.",0,"politivest",2017-12-04 12:07:50,"937653424186904578","937654676924915712","916215618612973568"
"258","Mistenkte er mann (48). Kjent for politiet fra tidligere. INGEN skade på person. Så langt ikke sett noe til person… https://t.co/AGzFRchL5u",0,"politivest",2017-12-04 12:04:41,"937652058869596161","937653883282903042","916215618612973568"
"259","1254: E16 v/avkjøring til Bavalen, Voss: Lastebil kollidert med personbil. Kvinnelig bilfører i personbil. Smerter… https://t.co/PwrxqXw62j",0,NA,2017-12-04 12:02:51,NA,"937653424186904578",NA
"260","Bekreftet at det ikke er personskade. Ingen mistanke til påvirkning av noen form.",1,"politivest",2017-12-04 11:59:21,"937646743826595840","937652542489661440","916215618612973568"
"261","1249: Skostredet, Bergen: Mann løp etter en annen person med kniv i hånden. Ropte og skrek etter vedk. Er nå observ… https://t.co/QGrMkndzGD",2,NA,2017-12-04 11:57:26,NA,"937652058869596161",NA
"262","Patruljen i gang med undersøkelse. Fremdeles stengt. Finnes omkjøringsmuligheter. Entreprenør på veg for å sjekke skadet autovern.",0,"politivest",2017-12-04 11:48:18,"937644703188684801","937649762270175233","916215618612973568"
"263","Veien er åpen. Trafikk går som normalt.",0,"politivest",2017-12-04 11:36:19,"937639941311488000","937646743826595840","916215618612973568"
"264","Viking, Sårheim, fjerner lastebil. Lastebil kjørt vestgående. Store skader på deler av autovern. Ingen tegn til lekkasje. Vegen er stengt.",0,"politivest",2017-12-04 11:28:12,"937641745617227776","937644703188684801","916215618612973568"
"265","Bil er fjernet av Viking. Vegen er åpen.",1,"politivest",2017-12-04 11:20:14,"937639275599925249","937642699146047488","916215618612973568"
"266","Lastebilen skal være lastet med tauverk. Ingen ""farlig"" last. Ryker noe fra kjøretøyet.",0,"politivest",2017-12-04 11:16:27,"937640286527909888","937641745617227776","916215618612973568"
"267","SKAL VÆRE RV 15 (ikke rv 50). I nærheten av Torvika byggefelt.",0,"politivest",2017-12-04 11:10:39,"937639732842024960","937640286527909888","916215618612973568"
"268","Bil skal ha kjørt i en snøfonn, tippet over på siden. Voss bilberging på veg.",0,"politivest",2017-12-04 11:09:17,"937638925295935488","937639941311488000","916215618612973568"
"269","1159: Torvika, Nordfjordeid: Lastebil utenfor veg, rv 50. Lastebil står midt i vegen. Ingen øvrige involvert. Ikke… https://t.co/dXTBfTVy2O",0,NA,2017-12-04 11:08:27,NA,"937639732842024960",NA
"270","Begge i bilen er kjørt legevakt for sjekk. Beslag av førerkort. Sykdomstilfelle. Fører mann i 60-årene.",0,"politivest",2017-12-04 11:06:38,"937635790246596609","937639275599925249","916215618612973568"
"271","1157: E16, v/Opheimsvannet, Voss: Bil ligger på siden, i høyre kjørefelt retn Gudvangen. Ingen lekkasje. Fører alen… https://t.co/BMX0grCOlq",0,NA,2017-12-04 11:05:14,NA,"937638925295935488",NA
"272","Manuell dirigering på stedet. Viking kommet til stedet.",0,"politivest",2017-12-04 10:52:47,"937633825244532737","937635790246596609","916215618612973568"
"273","Ingen airbager utløst. Opplyst at fører trolig har fått illebefinnende.",0,"politivest",2017-12-04 10:44:58,"937633366093987840","937633825244532737","916215618612973568"
"274","1135: Fanavegen, v/gjenvinningsanlegget, Rådal, Bergen sør: En bil kjørt i autovern. Ikke opplyst personskader. Ing… https://t.co/AjMpm7mlyP",0,NA,2017-12-04 10:43:09,NA,"937633366093987840",NA
"275","Et kjøretøy påsatt sommerdekk på vinterføre og glatt vegbane. NAF har hentet denne bil. Beslag av førerkort til før… https://t.co/XS02j6GbDJ",2,"politivest",2017-12-04 09:33:31,"937602238217940993","937615841750867968","916215618612973568"
"276","Politiet avslutter. Oppretter sak. Brann er tilbake på adr en stund til.",0,"politivest",2017-12-04 08:56:51,"937604803508699136","937606612696616960","916215618612973568"
"277","Arbeidstilsynet er varslet. Sak opprettes.",0,"politivest",2017-12-04 08:50:12,"937592761288716288","937604942570950656","916215618612973568"
"278","Kontroll på brannen.",0,"politivest",2017-12-04 08:49:39,"937601649756946433","937604803508699136","916215618612973568"
"279","0926: Skeisbotnen, Hagavik, Os: To biler skal ha kollidert. Lav hastighet. På veg inn mot Skeisbotnen barnehage. In… https://t.co/2W5I5So3Hc",0,NA,2017-12-04 08:39:28,NA,"937602238217940993",NA
"280","0919: Valaskiftet, Knarrevik, Fjell kommune: Røyk i gjenvinningsanlegg. Alle (7) er ute. Restavfall som har tatt fy… https://t.co/WNR6jluOjS",0,NA,2017-12-04 08:37:07,NA,"937601649756946433",NA
"281","En hylle med stålrør har falt ca 2,5 m. Noen rør har truffet hode på en mannlig arbeider (39). Påført kutt, men har… https://t.co/poJxRnQ3By",0,"politivest",2017-12-04 08:01:48,"937587251864850433","937592761288716288","916215618612973568"
"282","Elevene tilbake i klasserommene. Helse avslutter. Brann bistår med utlufting.",0,"politivest",2017-12-04 07:51:52,"937586689933012992","937590261995180032","916215618612973568"
"283","0743: Årsetvegen, Vassenden, Jølster: Mann (35) tatt tilhold i garasje. IKKE brutt seg inn. Søkt tilflukt, noe tynn… https://t.co/0kw1YLCZ1C",0,NA,2017-12-04 07:45:19,NA,"937588611792416768",NA
"284","0826: Arbeidsuhell, Keboglass AS, Blomsterdalen, Bergen sør: Mann skal ha fått stålprofiler i hode. Blødning stanse… https://t.co/MPhc3L0Jw7",0,NA,2017-12-04 07:39:55,NA,"937587251864850433",NA
"285","Politiet melder om at det IKKE er personskader.",0,"politivest",2017-12-04 07:37:41,"937585275072667648","937586689933012992","916215618612973568"
"286","Bilene er tatt ut av vegen. Trafikken går som normalt. Ene bilfører er kjørt legevakt for sjekk. Meldt om sjokk",0,"politivest",2017-12-04 07:36:46,"937582628580069377","937586460525555712","916215618612973568"
"287","Blir gjennomført blodprøve på fører. Mistanke alkoholpåvirkning under kjøring.",1,"politivest",2017-12-04 07:34:58,"937576791388061697","937586009247711232","916215618612973568"
"288","Politi melder om branntilløp i vaktmesterbolig. Ingen personer i rommet. Alt slukket og kontroll. Benyttet brannslu… https://t.co/egwctb1cmS",0,"politivest",2017-12-04 07:32:03,"937584875145711616","937585275072667648","916215618612973568"
"289","0821: Meldt om røyk i Møllebakken skole, Jørgen Moes gt, Bergen: Alle elever ute. Nødetater på plass.",0,NA,2017-12-04 07:30:28,NA,"937584875145711616",NA
"290","NAF er rekvirert.",0,"politivest",2017-12-04 07:21:32,"937582415689723906","937582628580069377","916215618612973568"
"291","Skjedd i krysset Kaigaten/Strømgaten.",0,"politivest",2017-12-04 07:20:41,"937581844765306880","937582415689723906","916215618612973568"
"292","Politipatrulje melder at det kun er snakk om lettere skader/sjokk. Noe trafikale vansker. Trafikken er f.t. stengt.",0,"politivest",2017-12-04 07:18:25,"937581603529863168","937581844765306880","916215618612973568"
"293","0812: Trafikkuhell, Kaigaten /jernbanestasj. Bergen: To biler front-mot-front. Lav hastighet. Opplyst å ha vært kun… https://t.co/N0RodB22kf",0,NA,2017-12-04 07:17:28,NA,"937581603529863168",NA
"294","Bil er hentet. Fri ferdsel.",0,"politivest",2017-12-04 07:09:46,"937573891714756608","937579668013805568","916215618612973568"
"295","VEGEN ÅPNES I BEGGE RETNINGER.",1,"politivest",2017-12-04 06:58:21,"937575461349097472","937576791388061697","916215618612973568"
"296","NAF ankommet.",0,"politivest",2017-12-04 06:53:03,"937574218010644480","937575461349097472","916215618612973568"
"297","Opplyst at brannmannskap er i gang med å fjerne ledninger. Tar sikte på at vegen (E39) snart er åpen igjen. Bilføre… https://t.co/UqK9MuVe4k",2,"politivest",2017-12-04 06:48:07,"937572430591283200","937574218010644480","916215618612973568"
"298","Ambulanse har kjørt fra stedet. Ingen personskader. Manuell dirigering, da bilen ligger på taket midt i veien.",1,"politivest",2017-12-04 06:46:49,"937571695317176321","937573891714756608","916215618612973568"
"299","Bergingsbil er på veg for å hente aktuell bil. Denne står utenfor vegen.",0,"politivest",2017-12-04 06:41:01,"937572257265790976","937572430591283200","916215618612973568"
"300","0719: Trafikkuhell, krysset Kirkebirkeland, Osvegen, Nesttun: Bil ut av vegen og inn i stolpe. Mannlig bilfører. Ut… https://t.co/KvDJCSr8M1",0,NA,2017-12-04 06:40:20,NA,"937572257265790976",NA
"301","0713: Trafikkuhell, Husnes, Kvinnherad: Bil skal ha veltet og ligger i vegbanen. Mannlig bilfører (21) alene i bile… https://t.co/zJDZqx4lq8",0,NA,2017-12-04 06:38:06,NA,"937571695317176321",NA
"302","Bergen sentrum -  Funn av stjålet bil. En jente og mann pågrepet i tilknytning til bilen. Begge blir innsatt i arrest.",1,NA,2017-12-04 05:34:12,NA,"937555615060283392",NA
"303","E 16 Gudvangen Nærøydalen - trafikkulykke, vegen stengt for lastebiler, men manuell dirigering for personbilar.",1,NA,2017-12-03 19:41:35,NA,"937406479296065547",NA
"304","Ytre Arna - naudetatane på staden i forbindelse med trafikkulykke.  3 biler involvert.",0,NA,2017-12-03 17:47:04,NA,"937377661466406913",NA
"305","Sykkel nr. 2 som er borttatt https://t.co/8ggfGkpXWX",1,"politivest",2017-12-03 05:29:18,"937186443688071168","937191993482113024","916215618612973568"
"306","Minde. Innbrudd i sykkelbutikk. Bilde av sykkelen som er borttatt. https://t.co/qUssFp4u5o",0,NA,2017-12-03 05:07:14,NA,"937186443688071168",NA
"307","Minde. Innbrudd. Elsykkel stjålet. Grønn offroadsykkel. Politiet ber om tips på tlf: 02800 dersom publikum ovbserverar ein slik sykkel",0,NA,2017-12-03 05:01:06,NA,"937184899890601990",NA
"308","Minde. Innbrudd i sykkelbutikk. Fleire politipatruljer leitar i området. Ingen pågripen så langt.",0,NA,2017-12-03 04:54:22,NA,"937183204318081025",NA
